URN,URN-commentedOn,Author,Date,Text,Translation,Notes
urn:cite:dc3:harpokration.404.1,urn:cts:greekLit:tlg1389.tlg001.dc3:ἐκ_περιουσίας,"Joshua D. Sosin <joshuad.sosin@gmail.com>,John-Paul Smith-MacDonald <jpr.macdonald@googlemail.com>,Mackenzie Zalin <mackzalin@gmail.com>",2015-06-15T14:38:29.461Z,"Ἐκ περιουσίας: <person TLG=""0014"">Δημοσθένης</person> <work TLG=""0014.018"">ὑπὲρ Κτησιφῶντος</work> <q TLG=""0014.018.3"">οὗτος δ' ἐκ περιουσίας μου κατηγορεῖ.</q> βέλτιον οὕτως ἀκούειν, ὅτι ἐγὼ μὲν περὶ τῶν ἐσχάτων κινδυνεύω, οὗτος δ' ἐκ πολλοῦ τοῦ περιόντος μου κατηγορεῖ, οὐ περὶ χρημάτων, ὡς οἴονταί τινες.","Ek periousias (from a position of abundant resources): Demosthenes, For Ktesiphon: ""but he charges me from a position of abundant resources."" Better to understand thus, namely that 'I run risk concerning the utmost matters, while he charges me from great advantage,' not about money, as some think.",""
urn:cite:dc3:harpokration.405.1,urn:cts:greekLit:tlg1389.tlg001.dc3:ἐκφυλλοφορῆσαι,"Joshua D. Sosin <joshuad.sosin@gmail.com>,John-Paul Smith-MacDonald <jpr.macdonald@googlemail.com>,Mackenzie Zalin <mackzalin@gmail.com>",2015-06-15T14:38:29.461Z,"Ἐκφυλλοφορῆσαι: εἰ ἐδόκει τις τῶν βουλευτῶν ἀδικεῖν, διεψηφίζετο ἡ βουλὴ περὶ αὐτοῦ εἰ χρὴ αὐτὸν μηκέτι βουλεύειν. ἀντὶ δὲ ψήφων φύλλοις ἐχρῶντο, δι' ὧν ἕκαστος ἐπεσημαίνετο τὴν αὑτοῦ γνώμην. <person TLG=""0029"">Δείναρχος</person> ἐν τῷ κατὰ Πολυεύκτου ἐκφυλλοφορηθέντος.","To expel (by leaves): if any of the councillors seemed to do wrong, the Council used to take a vote regarding him as to whether he must no longer serve as a councillor. Instead of pebbles they used to use leaves, through which each individual indicated his opinion. Deinarchos in Against Polyeuktos after having been expelled.",""
urn:cite:dc3:harpokration.406.1,urn:cts:greekLit:tlg1389.tlg001.dc3:ἐλαφροτάτους,"Joshua D. Sosin <joshuad.sosin@gmail.com>,John-Paul Smith-MacDonald <jpr.macdonald@googlemail.com>,Mackenzie Zalin <mackzalin@gmail.com>",2015-06-15T14:38:29.461Z,"Ἐλαφροτάτους: καὶ ἐν ἐπαίνῳ λέγουσι τοὔνομα οἱ παλαιοὶ, ἀντὶ τοῦ πραοτάτους, κατὰ τὸ ἐναντίον τοῦ βαρυτάτους καὶ φορτικωτάτους. <person TLG=""0010"">Ἰσοκράτης</person> <work TLG=""0010.021"">Παναθηναϊκῷ</work> <q TLG=""0010.021.31"">σφᾶς δ' αὐτοὺς ὡς δυνατὸν ἐλαφροτάτους καὶ μετριωτάτους τοῖς συνοῦσι παρέχοντας.</q>","Elaphrotatous (lightest): Also in praise the ancients say this word, for 'very mild,' the opposite of 'very heavy' and 'very burdensome.' Isokrates in Panathenaikos: ""presenting themselves as as easygoing and moderate as possible toward those who are with them.""",""
urn:cite:dc3:harpokration.407.1,urn:cts:greekLit:tlg1389.tlg001.dc3:ἐλευσίνια,"Joshua D. Sosin <joshuad.sosin@gmail.com>,John-Paul Smith-MacDonald <jpr.macdonald@googlemail.com>,Mackenzie Zalin <mackzalin@gmail.com>",2015-06-15T14:38:29.461Z,"Ἐλευσίνια: <person TLG=""0030"">Ὑπερείδης</person> ἐν τῷ ὑπὲρ Καλλίππου. τοῖς νικῶσι τὰ Ἐλευσίνια ἐδίδοτο ἆθλον. ὠνομάσθη δὲ ἡ πόλις Ἐλευσὶς ἀπὸ Ἐλευσίνου τοῦ Ἑρμοῦ. ἄλλοι δὲ ἄλλας αἰτίας φασὶ καὶ ἑορτὴν εἶναι μόνον τὰ Ἐλευσίνια.","Eleusinia: Hypereides in For Kallippos. To the victors at the Eleusinia a prize used to be given. The city was named Eleusis after Eleusinos, son of Hermes. But others say that there were other reasons (for the name) and that the Eleusinia is just a festival.",""
urn:cite:dc3:harpokration.408.1,urn:cts:greekLit:tlg1389.tlg001.dc3:ἑλλανοδίκαι,"Joshua D. Sosin <joshuad.sosin@gmail.com>,John-Paul Smith-MacDonald <jpr.macdonald@googlemail.com>,Mackenzie Zalin <mackzalin@gmail.com>",2015-06-15T14:38:29.461Z,"Ἑλλανοδίκαι: <person TLG=""0030"">Ὑπερείδης</person> ἐν τῷ ὑπὲρ Καλλίππου πρὸς Ἠλείους. <person TLG=""0086"">Ἀριστοτέλης</person> Ἠλείων πολιτείᾳ τὸ μὲν πρῶτόν φησιν ἕνα καταστῆσαι τοὺς Ἠλείους Ἑλλανοδίκην, χρόνου δὲ διελθόντος β, τὸ δὲ τελευταῖον θ. Ἀριστόδημος δ' ὁ Ἠλεῖός φησι τοὺς τελευταίους τιθέντας τὸν ἀγῶνα Ἑλλανοδίκας εἶναι ι, ἀφ' ἑκάστης φυλῆς ἕνα.","Hellanodikai: Hypereides in For Kallippos Against the Eleans. Aristotle in the Constitution of the Eleans, says that first the Eleans appointed one Hellanodikes, but, after time had passed, two, and finally nine. But Aristodemos the Elean says that the Hellanodikai who finally held the games were ten, one from each tribe.",""
urn:cite:dc3:harpokration.409.1,urn:cts:greekLit:tlg1389.tlg001.dc3:ἑλληνοταμίαι,"Joshua D. Sosin <joshuad.sosin@gmail.com>,John-Paul Smith-MacDonald <jpr.macdonald@googlemail.com>,Mackenzie Zalin <mackzalin@gmail.com>",2015-06-15T14:38:29.461Z,"Ἑλληνοταμίαι: <person TLG=""0027"">Ἀνδοκίδης</person> ἐν τῷ <work TLG=""0027.003"">περὶ τῆς εἰρήνης</work>, εἰ γνήσιος. ὅτι ἀρχή τις ἦν οἱ Ἑλληνοταμίαι, οἳ διεχείριζον τὰ χρήματα, καὶ <person TLG=""0086"">Ἀριστοτέλης</person> δηλοῖ ἐν τῇ <work TLG=""0086.003"">Ἀθηναίων πολιτείᾳ</work>. μνημονεύει δὲ καὶ <person TLG=""0003"">Θουκυδίδης</person> αὐτῶν ἐν α.","Hellenotamiai: Andokides in On the Peace, if it is genuine. That the Hellenotamiai were an office who used to handle money, Aristotle also shows in the Constitution of the Athenians. And Thucydides also mentioned them in book 1.",""
urn:cite:dc3:harpokration.410.1,urn:cts:greekLit:tlg1389.tlg001.dc3:ἔμπουσα,"Joshua D. Sosin <joshuad.sosin@gmail.com>,John-Paul Smith-MacDonald <jpr.macdonald@googlemail.com>,Mackenzie Zalin <mackzalin@gmail.com>",2015-06-15T14:38:29.461Z,"Ἔμπουσα: <person TLG=""0014"">Δημοσθένης</person> <work TLG=""0014.018"">ὑπὲρ Κτησιφῶντος</work>. φάσμα τί φασιν εἶναι τῆς Ἑκάτης, ὅπερ στοιχοῦσιν ἐφαίνετο. πλήρης δὲ τοῦ ὀνόματος ἡ κωμῳδία.","Empousa: Demosthenes, For Ktesiphon. They say that this is an apparition of Hekate, which appears to the ill-fated [Keaney: ὃ τοῖς δυστυχούσιν]. Comedy is full of the word.",""
urn:cite:dc3:harpokration.411.1,urn:cts:greekLit:tlg1389.tlg001.dc3:ἕναι_ἀρχαί,"Joshua D. Sosin <joshuad.sosin@gmail.com>,John-Paul Smith-MacDonald <jpr.macdonald@googlemail.com>,Mackenzie Zalin <mackzalin@gmail.com>",2015-06-15T14:38:29.461Z,"Ἕναι ἀρχαί: αἱ παρῳχημέναι· <person TLG=""0014"">Δημοσθένης</person> <work TLG=""0014.025"">κατ' Ἀριστογείτονος</work>.",Henai archai (former magistrates): Those that have gone by: Demosthenes Against Aristogeiton,""
urn:cite:dc3:harpokration.412.1,urn:cts:greekLit:tlg1389.tlg001.dc3:ἐνεπίσκημμα_καὶ_ἐνεπισκήψασθαι,"Joshua D. Sosin <joshuad.sosin@gmail.com>,John-Paul Smith-MacDonald <jpr.macdonald@googlemail.com>,Mackenzie Zalin <mackzalin@gmail.com>",2015-06-15T14:38:29.461Z,"Ἐνεπίσκημμα καὶ ἐνεπισκήψασθαι: <person TLG=""0014"">Δημοσθένης</person> ἐν τῷ <work TLG=""0014.049"">κατὰ Τιμοθέου</work>. ὁπότε δημευθείη τινὸς ἡ οὐσία, ἐξῆν προσελθόντι τῷ φάσκοντι δανειστῇ γεγονέναι τούτου τοῦ ἀνδρὸς λέγειν ὅτι ἐνοφείλεται αὐτῷ χρέος ἐν τῇ οὐσίᾳ. ἔστι δὲ καὶ λόγος τις ἐπιγραφόμενος 'Δημοσθένους πρὸς Κριτίαν περὶ τοῦ ἐνεπισκήμματος,' ὃν Καλλίμαχος μὲν ἀναγράφει ὡς γνήσιον, Διονύσιος δὲ ὁ Ἁλικαρνασεὺς ὡς ψευδεπίγραφον.","Enepiskemma kai enepiskepsasthai (a claim lodged against seized property and to lodge a claim against seized property): Demosthenes in Against Timotheus. Whenever a person's property was confiscated, it was possible for him who claimed to have been a creditor of this man to come forward and say that a debt was owed to him against the property. And there is a speech titled 'by Demosthenes, Against Kritias concerning the claim lodged against seized property,' which Kallimachos records as genuine and Dionysios of Hallkarnassos as falsely attributed.",""
urn:cite:dc3:harpokration.413.1,urn:cts:greekLit:tlg1389.tlg001.dc3:ἐν_φρεαττοῖ,"Joshua D. Sosin <joshuad.sosin@gmail.com>,John-Paul Smith-MacDonald <jpr.macdonald@googlemail.com>,Mackenzie Zalin <mackzalin@gmail.com>",2015-06-15T14:38:29.461Z,"Ἐν Φρεαττοῖ: <person TLG=""0014"">Δημοσθένης</person> ἐν τῷ <work TLG=""0014.023"">κατ’ Ἀριστοκράτους</work> περὶ τοῦ ἐν Φρεαττοῖ δικαστηρίου ἀκριβῶς διεξελήλυθε, λέγων οὕτως. <q TLG=""0014.023.77"">ἔτι τοίνυν πέμπτον δικαστήριον ἄλλο θεάσασθε οἷον ὑπερβέβηκε τὸ ἐν Φρεαττοῖ. ἐνταῦθα γὰρ, ὦ ἄνδρες Ἀθηναῖοι, κελεύει δίκας ὑπέχειν ὁ νόμος, ἐάν τις ἐπ' ἀκουσίῳ φόνῳ πεφευγὼς, μήπω τῶν ἐκβαλόντων αὐτὸν ᾐδεσμένων, αἰτίαν ἔχῃ ἑτέρου φόνου ἑκουσίου.</q> καὶ μετ' ὀλίγον φησὶν <q TLG=""0014.023.78"">ἤγαγε τοὺς δικάσοντας οἷ προσελθεῖν οἷόν τε ἐκείνῳ, τῆς χώρας ἀποδείξας τόπον τινὰ ἐν Φρεαττοῖ καλούμενον ἐπὶ θαλάττης· εἶθ' ὁ μὲν ἐν πλοίῳ προσπλεύσας λέγει, τῆς γῆς οὐχ ἁπτόμενος, οἱ δ' ἀκροῶνται καὶ δικάζουσιν ἐπὶ τῆς γῆς. κἂν μὲν ἁλῷ, τὴν ἐπὶ τοῖς ἑκουσίοις φόνοις δίκην ἔδωκε δικαίαν· ἐὰν δὲ ἀποφύγῃ, ταύτης μὲν ἀθῷος ἀφίεται, τὴν δὲ ἐπὶ ἑτέρῳ φόνῳ φυγὴν ὑπέχει.</q> ὠνομάσθαι δ' ἔοικε τὸ δικαστήριον ἀπό τινος Φρεάττου ἥρωος, καθά φησι Θεόφραστος ἐν ι τῶν Νόμων.","En Phreatto: Demosthenes in Against Aristokrates has gone over the lawcourt in Phreatto with precision, saying thus, ""Note, then yet another fifth lawcourt, which he has passed over, the one 'in Phreatto.' For there, men of Athens, the law bids one undergo suits if one, after having gone into exile for involuntary homicide, and with those who cast him out not yet having been reconciled, is accused of another, willing homicide."" And after a bit he says, ""He led those hearing the case to a place to which it was possible for that man to approach, having appointed a place in the territory called 'in Phreatto,' by the sea. Next the one speaks, having sailed toward (shore) on a boat--not touching land--and the others listen and judge on land. And if he is convicted, he pays the rightful penalty for the willing homicides, but if he is acquitted he is released without penalty from that charge, but still endures the exile for the other homicide."" The lawcourt appears to have been named after a certain hero Phreattos, as Theophrastos says in book ten of the Laws.",""
urn:cite:dc3:harpokration.414.1,urn:cts:greekLit:tlg1389.tlg001.dc3:ἐξαιρέσεως_δίκη,"Joshua D. Sosin <joshuad.sosin@gmail.com>,John-Paul Smith-MacDonald <jpr.macdonald@googlemail.com>,Mackenzie Zalin <mackzalin@gmail.com>",2015-06-15T14:38:29.461Z,"Ἐξαιρέσεως δίκη: ὁπότε τις ἄγοι τινὰ ὡς δοῦλον, ἔπειτά τις αὐτὸν ὡς ἐλεύθερον ἐξαιροῖτο, ἐξῆν τῷ ἀντιποιουμένῳ τοῦ ἀνθρώπου ὡς δούλου λαγχάνειν ἐξαιρέσεως δίκην τῷ εἰς τὴν ἐλευθερίαν αὐτὸν ἐξαιρουμένῳ· <person TLG=""0017"">Ἰσαῖος</person> ἐν τῇ ὑπὲρ Εὐμάθους εἰς ἐλευθερίαν ἀφαιρέσει.","Exaireseos dike (action for removal): Whenever one led away someone on grounds that he was a slave, and then someone removed him on grounds that he was free, it was possible for the one who laid claim to the person on grounds that he was a slave to bring an action for removal against the one who removed him to freedom. Isaios in the removal to freedom For Eumathes.",""
urn:cite:dc3:harpokration.415.1,urn:cts:greekLit:tlg1389.tlg001.dc3:ἐξεγγύησις,"Joshua D. Sosin <joshuad.sosin@gmail.com>,John-Paul Smith-MacDonald <jpr.macdonald@googlemail.com>,Mackenzie Zalin <mackzalin@gmail.com>",2015-06-15T14:38:29.461Z,"Ἐξεγγύησις: τὸ ἐξελέσθαι τινὰ δι' ἐγγυητῶν καταστάσεως· <person TLG=""0014"">Δημοσθένης</person> ἐν τῷ <work TLG=""0014.024"">κατὰ Τιμοκράτους</work>.",Exeggyesis (giving of bail): To free someone through presentation of sureties: Demosthenes in Against Timokrates.,""
urn:cite:dc3:harpokration.416.1,urn:cts:greekLit:tlg1389.tlg001.dc3:ἐξένιζε,"Joshua D. Sosin <joshuad.sosin@gmail.com>,John-Paul Smith-MacDonald <jpr.macdonald@googlemail.com>,Mackenzie Zalin <mackzalin@gmail.com>",2015-06-15T14:38:29.461Z,"Ἐξένιζε: <person TLG=""0014"">Δημοσθένης</person> ἐν τῇ <work TLG=""0014.057"">πρὸς Εὐβουλίδην</work> ἐφέσει <q TLG=""0014.057.18"">διαβεβλήκασι γάρ μου τὸν πατέρα ὡς ἐξένιζε.</q> μήποτε ἀντὶ τοῦ ξένος ἦν, καὶ οὐχ ὡς <person TLG=""1312"">Δίδυμός</person> φησιν, ἀντὶ τοῦ οὐκ Ἀττικῶς διελέγετο, ἀλλὰ ξενικῶς.","Exenize (he was/spoke like a foreigner): Demosthenes in the appeal Against Euboulides: “For they have slandered my father, (saying) that he spoke like a foreigner.” Perhaps for ‘he was a foreigner,’ and not, as Didymos says, for ‘he did not speak Attic, but foreign.’",""
urn:cite:dc3:harpokration.417.1,urn:cts:greekLit:tlg1389.tlg001.dc3:ἐξηγητής,"Joshua D. Sosin <joshuad.sosin@gmail.com>,John-Paul Smith-MacDonald <jpr.macdonald@googlemail.com>,Mackenzie Zalin <mackzalin@gmail.com>",2015-06-15T14:38:29.461Z,"Ἐξηγητής: <person TLG=""0017"">Ἰσαῖος</person> ἐν τῷ <work TLG=""0017.008"">περὶ τοῦ Κίρωνος κλήρου</work>. ὁ ἐξηγούμενος τὰ ἱερά. ἔστι δὲ καὶ ἃ πρὸς τοὺς κατοιχομένους νομιζόμενα ἐξηγοῦντο τοῖς δεομένοις. καὶ <person TLG=""0014"">Δημοσθένης</person> ἐν τῷ <work TLG=""0014.047"">κατ' Εὐέργου καὶ Μνησιβούλου</work> δηλοῖ, πληθυντικῶς τοὺς ἐξηγητὰς πολλάκις ὀνομάζων.","Exegetes (expounder): Isaios in On the Estate of Kiron. He who expounds the sacred matters. There are also rites performed over the departed, which they used to expound for those who needed it. Also Demosthenes, in Against Euergos and Mnesiboulos, is clear, naming the expounders in the plural many times.",""
urn:cite:dc3:harpokration.418.1,urn:cts:greekLit:tlg1389.tlg001.dc3:ἐξούλης,"Joshua D. Sosin <joshuad.sosin@gmail.com>,John-Paul Smith-MacDonald <jpr.macdonald@googlemail.com>,Mackenzie Zalin <mackzalin@gmail.com>",2015-06-15T14:38:29.461Z,"Ἐξούλης: ὄνομα δίκης ἣν ἐπάγουσιν οἱ φάσκοντες ἐξείργεσθαι τῶν ἰδίων κατὰ τῶν ἐξειργόντων. εἴρηται μὲν οὖν τοὔνομα ἀπὸ τοῦ ἐξίλλειν, ὅ ἐστιν ἐξωθεῖν καὶ ἐκβάλλειν, δικάζονται δὲ ἐξούλης κἀπὶ τοῖς ἐπιτιμίοις οἱ μὴ ἀπολαμβάνοντες ἐν τῇ προσηκούσῃ προθεσμίᾳ, ὑπερημέρων γιγνομένων τῶν καταδικασθέντων. οἱ δὲ ἁλόντες ἐξούλης καὶ τῷ ἑλόντι ἐδίδοσαν ἃ ἀφῃροῦντο αὐτὸν, καὶ τῷ δημοσίῳ κατετίθεσαν τὰ τιμηθέντα. ἐδικάζετο δὲ ἐξούλης καὶ ὁ χρήστης κατέχειν ἐπιχειρῶν κτῆμα τοῦ χρεωστοῦντος καὶ κωλυόμενος ὑπό τινος. καὶ ἐπεργασίας δέ τις εἰ εἴργοιτο, δίδωσιν ὁ νόμος δικάζεσθαι πρὸς τὸν εἴργοντα ἐξούλης. καὶ περὶ ἀνδραπόδου δὲ καὶ παντὸς οὗ φησί τις αὐτῷ μετεῖναι. ταῦτα δὲ σαφῶς <person TLG=""0017"">Ἰσαῖος</person> διδάσκει καὶ <person TLG=""0540"">Λυσίας</person> ἐν τῷ κατὰ Στρατοκλέους ἐξούλης. <person TLG=""0029"">Δείναρχος</person> μέντοι ἐν τῇ Κροκωνιδῶν διαδικασίᾳ ἰδίως κέχρηται τῷ τῆς ἐξούλης ὀνόματι ἐπὶ τῆς ἱερείας τῆς μὴ βουλομένης τὰ ἴδια δρᾶν. ὅτι δὲ ἐπὶ παντὸς τοῦ ἐκ τῶν ἰδίων ἐκβαλλομένου τάττεται τοὔνομα, καὶ οὐχ ὡς οἴεται Καικίλιος μόνων τῶν ἐκ καταδίκης ὀφειλόντων, καὶ Φρύνιχος ἐν Ποαστρίαις δῆλον ποιεῖ.","Exoules (for ejectment): Name of a lawsuit which those claiming that they are being barred from their own property bring against those who are barring them. The word then is said after 'exillein,' which is to thrust out and cast out. They also bring a suit for ejectment, in addition also to the fines, who do not receive back (their property) within the apropriate time limit, once the terms set by the judgment become overdue. Those convicted in a case for ejectment gave to the winner what they were depriving him of and paid the assessed (sum) to the treasury. Also bringing a suit for ejectment was the creditor, when he attempts to seize property from someone who is in debt to him and is prevented by someone. And if someone should be barred from cultivation, the law permits him to bring a suit for ejectment against the one who bars. And also concerning a slave and anything that one says he has a share in. Isaios illustrates this clearly, as does Lysias in Against Stratokles for ejectment. Deinarchos, however, in the diadikasia of the Krokonidai has used the word ejectment in a particular sense pertaining to the priestess who was unwilling to do her own duties. That the word is applied to anyone who is cast out of his own things, and not, as Kaikilios thinks, only to those who owe as a result of a judgment against them, Phrynichos also makes clear in the Poastriai.",""
urn:cite:dc3:harpokration.419.1,urn:cts:greekLit:tlg1389.tlg001.dc3:ἐπαγγελία,"Joshua D. Sosin <joshuad.sosin@gmail.com>,John-Paul Smith-MacDonald <jpr.macdonald@googlemail.com>,Mackenzie Zalin <mackzalin@gmail.com>",2015-06-15T14:38:29.461Z,"Ἐπαγγελία: σημαίνει μὲν καὶ ἄλλα, ἰδίως δὲ λέγεται ἐπὶ τῶν ἐγκαλούντων τινὶ δημηγορεῖν καὶ πολιτεύεσθαι οὐκ ἐξὸν, καὶ ἔστιν οἷον παραγγελία· <person TLG=""0026"">Αἰσχίνης</person> <work TLG=""0026.001"">κατὰ Τιμάρχου</work>. λέγεται δὲ παρ' αὐτοῖς τὸ ἐπαγγέλλεσθαι καὶ ἀντὶ τοῦ προστάττειν ἢ αἰτεῖσθαι, ὡς παρά τε <person TLG=""0028"">Ἀντιφῶντι</person> ἐν τῷ περὶ τοῦ Λινδίων φόρου καὶ <person TLG=""0014"">Δημοσθένει</person> ἐν τῷ περὶ πρεσβείας.","Epaggelia: It denotes other things as well, but it is said in a particular sense applying to those who accuse someone of addressing the assembly or taking part in government, though it is not permitted, and it is like a summons (paraggelia): Aischines, Against Timarchos. 'Epaggelesthai' is said among them also for 'to order' or 'to demand,' as in Antiphon in On the Lindians' Tribute and in Demosthenes in On the Embassy.",""
urn:cite:dc3:harpokration.420.1,urn:cts:greekLit:tlg1389.tlg001.dc3:ἐπεδίκασε_καὶ_ἐπεδικάσαντο,"Joshua D. Sosin <joshuad.sosin@gmail.com>,John-Paul Smith-MacDonald <jpr.macdonald@googlemail.com>,Mackenzie Zalin <mackzalin@gmail.com>",2015-06-15T14:38:29.461Z,"Ἐπεδίκασε καὶ ἐπεδικάσαντο: <person TLG=""0014"">Δημοσθένης</person> ἐν τῷ <work TLG=""0014.048"">κατ' Ὀλυμπιοδώρου</work>. τὸ μὲν ἐπεδίκασέν ἐστιν οἷον προσέκρινε, τὸ δὲ ἐπεδικάσαντο οἷον ἔπεισαν τοὺς δικαστὰς ἑαυτοῖς προσνεῖμαι τὸν κλῆρον.","Epedikase kai epedikasanto (he adjudicated a claim to property and they went to law over a property claim): Demosthenes in Against Olympiodoros. 'Epidikasen' is as it were 'he adjudicated,' and 'epedikasanto' is as it were 'they persuaded the jurors to assign the estate to themselves.'",""
urn:cite:dc3:harpokration.421.1,urn:cts:greekLit:tlg1389.tlg001.dc3:ἐπεσκήψατο,"Joshua D. Sosin <joshuad.sosin@gmail.com>,John-Paul Smith-MacDonald <jpr.macdonald@googlemail.com>,Mackenzie Zalin <mackzalin@gmail.com>",2015-06-15T14:38:29.461Z,"Ἐπεσκήψατο: ἀντὶ τοῦ ἐνεκάλεσε ψευδομαρτυριῶν. λέγεται δὲ ἐνίοτε κατὰ τὸ σπάνιον καὶ ἐπὶ τοῦ ἐγκαλέσαι φόνου, ὡς <person TLG=""0028"">Ἀντιφῶν</person> ἐν τῷ περὶ τῆς μεταστάσεως. τῷ δὲ ἐνεργητικῷ τῷ ἐπέσκηψεν ἀντὶ τοῦ ἐνετείλατο <person TLG=""0017"">Ἰσαῖος</person> κέχρηται ἐν τῇ ὑπὲρ Εὐμάθους εἰς ἐλευθερίαν ἀφαιρέσει. τὸ δὲ ἐπισκήπτω ἀντὶ τοῦ μετά τινος ἐπιθειασμοῦ λέγω καὶ οἷον ἐξορκίζω <person TLG=""0027"">Ἀνδοκίδης</person> τε ἐν τῷ <work TLG=""0027.001"">περὶ τῶν μυστηρίων</work> καὶ <person TLG=""0540"">Λυσίας</person> ἐν τῷ ὑπὲρ Κτησιάρχου εἰρήκασιν.","Epeskepsato (he denounced): for 'he brought a charge for false witness.' It is said sometimes, rarely, also for accusing someone of homicide, as Antiphon (says) in On the Revolution. Isaios has used the active 'epeskepsen' (he imposed) for 'he commanded' in the removal to freedom For Eumathes. But Andokides in On the Mysteries and Lysias in for Ktesiarchos have said 'I lay it upon' for 'I speak with an appeal to the gods' and, as it were, 'I conjure.'",""
urn:cite:dc3:harpokration.422.1,urn:cts:greekLit:tlg1389.tlg001.dc3:ἐπὶ_δελφινίωι,"Joshua D. Sosin <joshuad.sosin@gmail.com>,John-Paul Smith-MacDonald <jpr.macdonald@googlemail.com>,Mackenzie Zalin <mackzalin@gmail.com>",2015-06-15T14:38:29.461Z,"Ἐπὶ Δελφινίωι: δικαστήριόν ἐστιν οὕτω καλούμενον Ἀθήνησι. δικάζονται δὲ ἐνταῦθα οἱ ὁμολογοῦντες μὲν ἀπεκτονέναι, δικαίως δὲ πεποιηκέναι τοῦτο λέγοντες, ὡς <person TLG=""0014"">Δημοσθένης</person> ἐν τῷ <work TLG=""0014.023"">κατ’ Ἀριστοκράτους</work> δηλοῖ καὶ <person TLG=""0086"">Ἀριστοτέλης</person> ἐν τῇ <work TLG=""0086.003"">Ἀθηναίων πολιτείᾳ</work>.","Epi Delphinioi: A lawcourt at Athens is so called. Those who admit that they have killed but say that they have done this lawfully, are tried there, as Demosthenes shows in Against Aristokrates, and Aristotle in the Constitution of the Athenians.",""
urn:cite:dc3:harpokration.423.1,urn:cts:greekLit:tlg1389.tlg001.dc3:ἐπιδιατίθεσθαι,"Joshua D. Sosin <joshuad.sosin@gmail.com>,John-Paul Smith-MacDonald <jpr.macdonald@googlemail.com>,Mackenzie Zalin <mackzalin@gmail.com>",2015-06-15T14:38:29.461Z,"Ἐπιδιατίθεσθαι: <person TLG=""0540"">Λυσίας</person> ἐν τῷ πρὸς Θεοπείθη ἐπιτροπῆς ἐπιλόγῳ. ἐπιδιατίθεσθαί ἐστι τὸ συνθήκας τινὰς ποιεῖσθαι κατατιθεμένους τι ῥητὸν ἀργύριον παρά τινι τῶν μεταξὺ γινομένων, ὅσπερ ἐγγυᾶται ἑκατέρῳ ὥστε, εἰ ἡ πρᾶξις γένοιτο, θατέρῳ πάντως τὸ ὡμολογημένον ἀργύριον ἀποδοῦναι. τὸ δὲ πρᾶγμα αὐτὸ λέγεται ἐπιδιαθήκη, ὡς ὁ αὐτὸς ῥήτωρ ἐν τῷ ὑπὲρ Νησοκλέους δηλοῖ.","Epidiatithesthai (to deposit as security): Lysias in the peroration of the guardianship case Against Theopeithes. To make certain agreements, depositing a stated sum of money with one of those who are between (i.e. a third party), who pledges to each party on condition that if the transaction should take place he give the agreed sum of money to the other in full, it 'to deposit as security.' The act itself is also called 'epidiatheke,' as the same orator shows in For Nesokles.",""
urn:cite:dc3:harpokration.424.1,urn:cts:greekLit:tlg1389.tlg001.dc3:ἐπιδιετὲς_ἡβῆσαι,"Joshua D. Sosin <joshuad.sosin@gmail.com>,John-Paul Smith-MacDonald <jpr.macdonald@googlemail.com>,Mackenzie Zalin <mackzalin@gmail.com>",2015-06-15T14:38:29.461Z,"Ἐπιδιετὲς ἡβῆσαι: <person TLG=""0014"">Δημοσθένης</person> ἐν τῷ <work TLG=""0014.046"">κατὰ Στεφάνου</work>. Δίδυμός φησιν ἀντὶ τοῦ ἐὰν ιϛ ἐτῶν γένωνται· τὸ γὰρ ἡβῆσαι μέχρι ιδ ἔστιν. ἀλλ' οἱ ἔφηβοι παρ' Ἀθηναίοις ὀκτωκαιδεκαετεῖς γίνονται, καὶ μένουσιν ἐν τοῖς ἐφήβοις ἔτη β, ἔπειτα τῷ ληξιαρχικῷ ἐγγράφονται γραμματείῳ, καθά φησιν <person TLG=""0030"">Ὑπερείδης</person> ἐν τῷ πρὸς Χάρητα ἐπιτροπικῷ· ""ἐπεὶ δὲ ἐνεγράφην ἐγὼ καὶ ὁ νόμος ἀπέδωκε τὴν κομιδὴν τῶν καταλειφθέντων τῇ μητρὶ, ὃς κελεύει κυρίους εἶναι τῆς ἐπικλήρου καὶ τῆς οὐσίας ἁπάσης τοὺς παῖδας, ἐπειδὰν ἐπιδιετὲς ἡβῶσιν.""","Epidietes hebesai (to be two years past puberty): Demosthenes in Against Stephanos. Didymos says (that this is) for 'if they are 16 years old.' For puberty lasts till 14. But the ephebes, among Athenians, become so at 18 years old, and they remain among the ephebes for 2 years, and then are registered in the lexiarchic record, according as Hypereides says, in Against Chares over guardianship: ""When I was registered and the law granted the recovery of the things left to my mother, (the law) which bids that sons be masters of the epikleros and all the property, when they are two years past puberty.""",""
